"record_id","countrynum","statenum","route","routename","active","latitude","longitude","stratum","bcr","landtypeid","routetypeid","routetypedetailid"
2689,840,53,23,"CIRCLE",1,-47.5488330,-105.8123160,39,17,0,1,1
2690,840,53,24,"SAVAGE",1,-47.4695697,-104.1527019,39,17,0,1,1
2691,840,53,25,"WOODMAN",1,-46.9175377,-114.4626919,64,10,0,1,1
2692,840,53,26,"CLINTON",1,-46.7236933,-113.6681583,64,10,0,1,1
2693,840,53,27,"ELLISTON",1,-46.6205137,-112.4949499,65,10,0,1,1
2694,840,53,28,"BOULDER",1,-46.1235467,-111.9188609,65,10,0,1,1
2695,840,53,29,"TWO DOT",1,-46.3295907,-110.0515279,65,17,0,1,1
2696,840,53,30,"SHAWMUT",1,-46.1032917,-109.6664819,39,17,0,1,1
2697,840,53,31,"FLATWILLOW",0,-46.9022197,-108.3468089,39,17,0,1,1
2698,840,53,32,"INGOMAR",1,-46.5835337,-107.0640799,39,17,0,1,1
2699,840,53,33,"FORSYTH",1,-46.2579454,-106.6939401,39,17,0,1,1
2700,840,53,34,"LOCATE",1,-46.4973888,-105.0895338,39,17,0,1,1
2701,840,53,35,"WEBSTER",1,-46.1128407,-104.4950949,39,17,0,1,1
2702,840,53,36,"SULA",1,-45.8507057,-113.9522469,64,10,0,1,1
2703,840,53,37,"TWIN BRIDGES",0,-45.3055747,-112.5643159,65,10,0,1,1
2704,840,53,38,"WILLOW CREEK",0,-45.9146442,-111.7636564,65,10,0,1,1
2705,840,53,39,"CHESTNUT",1,-45.5761407,-110.7878949,64,10,0,1,1
2706,840,53,40,"REED POINT",1,-45.7251707,-109.5466543,65,17,0,1,1
2707,840,53,41,"LAUREL",1,-45.5642095,-108.7802397,39,10,0,1,1
2708,840,53,42,"ST XAVIER",1,-45.4319207,-107.7207419,39,17,0,1,1
2709,840,53,43,"BRANDENBERG",1,-45.8279275,-106.4290921,39,17,0,1,1
2710,840,53,44,"POWDERVILLE",1,-45.9440787,-105.4130672,39,17,0,1,1
2711,840,53,45,"ALBION",1,-45.3107762,-104.4650383,39,17,0,1,1
2712,840,53,46,"BEAVERHEAD",1,-44.5869032,-112.0258030,65,10,0,1,1
2713,840,53,47,"RED ROCK",1,-44.5987327,-111.5237969,65,10,0,1,1
2714,840,53,63,"THOMPSON RIV",1,-47.6497425,-115.1742900,64,10,0,1,1
2715,840,53,64,"NINEMILE",1,-47.0312302,-114.3938692,64,10,0,1,1
2716,840,53,74,"PABLO RES.",1,-47.6601727,-114.1345589,65,10,0,1,1
2717,840,53,75,"FISH CREEK",1,-46.9078696,-114.8109307,64,10,0,1,1
2718,840,53,76,"SKALKAHO",0,-46.0502147,-113.8339539,64,10,0,1,1
2719,840,53,86,"PAINTED ROCK",1,-45.7461729,-114.4473183,64,10,0,1,1
2720,840,53,87,"WISE RIVER",1,-45.5347235,-113.0794573,65,10,0,1,1
2721,840,53,97,"LIMA",1,-44.5611413,-112.7108930,65,10,0,1,1
2722,840,53,101,"NOXON",1,-47.8265037,-115.5453879,64,10,0,1,1
2723,840,53,103,"St. Mary 2",1,-48.8083870,-113.4129200,65,10,0,1,1
2724,840,53,105,"Whitlash",1,-48.6823020,-111.4697400,38,11,0,1,1
2725,840,53,131,"Flatwillow 2",1,-46.9022197,-108.3468000,39,17,0,1,1
2726,840,53,137,"GLEN",1,-45.3790727,-112.6419759,65,10,0,1,1
2727,840,53,138,"WILLOW CREEK 2",1,-45.9146442,-111.7636560,65,10,0,1,1
2728,840,53,176,"SKALKHO-RYE",1,-46.0090781,-113.8492175,64,10,0,1,1
2729,840,53,231,"FLATWILLOW 3",0,-46.8267000,-108.1998000,39,17,0,1,1
2730,840,53,300,"EUREKA",1,-48.9953310,-115.0567800,64,10,0,1,1
2731,840,53,301,"WHITEFISH LAKE",1,-48.4924040,-114.4291020,64,10,0,1,1
2732,840,53,302,"EAST GLACIER PARK",1,-48.4413490,-113.2184360,65,10,0,1,1
2733,840,53,303,"HEART BUTTE",1,-48.2122340,-112.6360500,65,10,0,1,1
2734,840,53,304,"SHELBY",1,-48.5663830,-111.5793350,38,11,0,1,1
2735,840,53,305,"GILDFORD",1,-48.5630910,-110.3023920,38,11,0,1,1
2736,840,53,306,"CHINOOK",1,-48.5153980,-109.2121060,38,11,0,1,1
2737,840,53,307,"ESTER LAKE",1,-48.0865360,-108.1703080,38,11,0,1,1
2738,840,53,308,"SACO",1,-48.7565570,-107.1189090,38,11,0,1,1
2739,840,53,309,"GLENTANA",1,-48.9684990,-106.1945220,38,11,0,1,1
2740,840,53,310,"WOLF POINT",1,-48.0738020,-105.5389520,39,11,0,1,1
2741,840,53,311,"WESTBY",1,-48.9681040,-104.1894880,38,11,0,1,1
2742,840,53,312,"SWAN LAKE",1,-47.9889360,-113.9241610,64,10,0,1,1
2743,840,53,313,"WOLF CREEK",1,-47.0270330,-112.0506250,65,10,0,1,1
2744,840,53,314,"SUN RIVER",1,-47.5422780,-111.7031180,39,11,0,1,1
2745,840,53,315,"MONARCH",1,-47.0451020,-110.8193570,65,10,0,1,1
2746,840,53,316,"WINIFRED",1,-47.5614640,-109.3752380,39,17,0,1,1
2747,840,53,317,"WINNETT",1,-47.0749950,-108.1237430,39,17,0,1,1
2748,840,53,318,"JORDAN",1,-47.1906750,-107.2229990,39,17,0,1,1
2749,840,53,319,"DINOSAURS H.M.",1,-47.3255980,-106.1706580,39,17,0,1,1
2750,840,53,320,"LINDSAY",1,-47.2251220,-105.1661860,39,17,0,1,1
2751,840,53,321,"LAMBERT",1,-47.8675720,-104.5082630,39,11,0,1,1
2752,840,53,322,"PHILIPSBURG",1,-46.0839170,-113.5068820,64,10,0,1,1
2753,840,53,323,"CLANCY",1,-46.4813620,-112.0065890,65,10,0,1,1
2754,840,53,324,"FREEMAN CREEK",1,-46.8819560,-111.3586270,65,10,0,1,1
2755,840,53,325,"PAGIL GULCH",1,-46.8856870,-110.2534200,65,10,0,1,1
2756,840,53,326,"MAYNARD COULEE",1,-46.8287930,-109.2697510,39,17,0,1,1
2757,840,53,327,"ROUNDUP",1,-46.7274050,-108.9340380,39,17,0,1,1
2758,840,53,328,"CUSTER",1,-46.0193530,-107.5555040,39,17,0,1,1
2759,840,53,329,"COLEMAN COULEE",1,-46.9904330,-106.2685720,39,17,0,1,1
2760,840,53,330,"MILES CITY",1,-46.2459820,-105.2628310,39,17,0,1,1
2761,840,53,331,"CABIN CREEK",1,-46.7851530,-104.6136930,39,17,0,1,1
2762,840,53,332,"BRUNZELL SLOUGH",1,-45.1288300,-112.1729050,65,10,0,1,1
2763,840,53,333,"SNOWFLAKE SPRINGS",1,-45.0720420,-111.1988300,64,10,0,1,1
2764,840,53,334,"CLYDE PARK",1,-45.8738370,-110.7245650,65,10,0,1,1
2765,840,53,335,"EASTLAKE POND",1,-45.9161480,-109.0596990,39,17,0,1,1
2766,840,53,336,"MUDDY CREEK",1,-45.3751070,-108.0587690,64,10,0,1,1
2767,840,53,337,"WYOLA",1,-45.0861840,-107.4616010,39,17,0,1,1
2768,840,53,338,"LAME DEER",1,-45.6233330,-106.6664110,39,17,0,1,1
2769,840,53,339,"CHUFFEY SPRING",1,-45.5409580,-105.8260510,39,17,0,1,1
2770,840,53,340,"HEHN DRAW",1,-45.7589400,-104.9420690,39,17,0,1,1
2771,840,53,341,"HEBGEN LAKE",1,-44.8526210,-111.0627760,64,10,0,1,1
2772,840,53,800,"INSIDE ROAD",1,-48.6986692,-114.1929772,64,10,0,1,6
2773,840,53,900,"LOGAN PASS",1,-48.6915527,-113.5308299,64,10,0,1,3
2774,840,53,901,"VICTOR",1,-46.3310791,-114.1724926,65,10,0,1,3
2775,840,53,902,"THREEMILE WA",1,-46.5749907,-113.8314390,65,10,0,1,3
2776,840,53,903,"CRAMER CREEK",1,-46.7256818,-113.5899850,65,10,0,1,3
2777,840,53,904,"BRADMAN",0,-46.7003077,-113.2233429,65,10,0,1,3
2778,840,53,905,"GREENOUGH",0,-47.0305267,-113.2368619,65,10,0,1,3
2779,840,53,906,"ELEVATION MT",1,-46.8935108,-113.3867024,65,10,0,1,3
2780,840,53,907,"PRYOR MTN.",1,-45.2050400,-108.7538747,64,10,0,1,3
2781,840,53,908,"BULL MTN.",1,-46.1988347,-108.4511499,39,17,0,1,3
2782,840,53,955,"GREENOAGH 2",0,-47.0307201,-113.2372617,65,10,0,1,3
2783,840,53,956,"GREENOAGH 3",1,-47.0307201,-113.2372610,65,10,0,1,3
2784,840,54,1,"JULIAN",1,-40.5520447,-95.7947529,32,22,0,1,1
2785,840,54,2,"JOHNSON",1,-40.4650912,-96.0668798,32,22,0,1,1
2786,840,54,3,"LIBERTY",0,-40.0734217,-96.4070669,32,19,0,1,1
2787,840,54,4,"BELVIDERE",1,-40.2199177,-97.5577459,34,19,0,1,1
2788,840,54,5,"SEWARD",1,-40.8872417,-97.1583399,34,19,0,1,1
2789,840,54,6,"KENESAW",1,-40.6184587,-98.6673129,34,19,0,1,1
2790,840,54,7,"KEARNEY",1,-40.6406757,-98.8760679,34,19,0,1,1
2791,840,54,8,"SUMNER",1,-40.9376453,-99.5023032,34,19,0,1,1
2792,840,54,9,"HOLBROOK",1,-40.3070527,-99.9683619,34,19,0,1,1
2793,840,54,10,"BARTLEY",1,-40.1757846,-100.2510124,34,19,0,1,1
2794,840,54,11,"STRATTON",1,-40.0025497,-101.2298429,34,19,0,1,1
2795,840,54,12,"GRETNA",1,-41.1764063,-96.1391528,32,22,0,1,1
2796,840,54,13,"IRVINGTON",1,-41.3435100,-96.0812500,32,22,0,1,1
2797,840,54,14,"SURPRISE",1,-41.1630727,-97.3498079,34,19,0,1,1
2798,840,54,15,"RICHLAND",1,-41.4820177,-97.1945039,32,22,0,1,1
2799,840,54,16,"BARTLETT",0,-41.9187247,-98.6840139,36,19,0,1,1
2800,840,54,17,"PETERSBURG",1,-41.8865107,-98.0363319,34,19,0,1,1
2801,840,54,18,"ALMERIA",1,-41.8425077,-99.6487049,34,19,0,1,1
2802,840,54,19,"OCONTO",0,-41.1189127,-99.7141019,34,19,0,1,1
2803,840,54,20,"PAXTON",1,-41.1634457,-101.2702409,36,18,0,1,1
2804,840,54,21,"DALTON",1,-41.3523266,-102.9730078,36,18,0,1,1
2805,840,54,22,"THURSTON",1,-42.1915702,-96.7354923,32,22,0,1,1
2806,840,54,23,"SPARTA",1,-42.6988061,-97.9539527,32,11,0,1,1
2807,840,54,24,"WINSIDE",0,-42.1849007,-97.1347279,32,11,0,1,1
2808,840,54,25,"EAGLE CREEK",1,-42.7695353,-98.5988124,34,11,0,1,1
2809,840,54,26,"MIDWAY",1,-42.6534207,-98.6769859,34,11,0,1,1
2810,840,54,27,"SWAN LAKE",1,-42.0215670,-99.4624293,36,19,0,1,1
2811,840,54,28,"JOHNSTOWN",1,-42.5928366,-99.9988861,36,19,0,1,1
2812,840,54,29,"PIESTER LAKE",1,-42.2796649,-101.7208618,36,19,0,1,1
2813,840,54,30,"AGATE",0,-42.2503717,-103.7829219,36,18,0,1,1
2814,840,54,31,"KENNEDY",1,-42.6521647,-100.5366606,36,19,0,1,1
2815,840,54,32,"TABLE",1,-41.1770247,-100.0548479,34,19,0,1,1
2816,840,54,33,"KIMBALL",1,-41.2483521,-103.6630552,36,18,0,1,1
2817,840,54,34,"GORDON",1,-42.7324127,-102.2045289,36,19,0,1,1
2818,840,54,35,"BRADY",1,-40.9946407,-100.4720309,34,19,0,1,1
2819,840,54,36,"BENKELMAN",1,-40.0572037,-101.5499949,36,18,0,1,1
2820,840,54,37,"RINGGOLD",1,-41.7218051,-100.7705095,36,19,0,1,1
2821,840,54,38,"ARTHUR",1,-41.4342597,-101.7086419,36,19,0,1,1
2822,840,54,39,"CRESCENT LK",1,-41.7858723,-102.4579398,36,19,0,1,1
2823,840,54,40,"MURRAY LAKE",1,-41.6980247,-103.9868089,36,18,0,1,1
2824,840,54,41,"BROWNLEE",1,-42.2888847,-100.5364229,36,19,0,1,1
2825,840,54,42,"MULLEN",1,-42.0059106,-101.0465689,36,19,0,1,1
2826,840,54,43,"BEREA",1,-42.1806217,-102.7815019,36,18,0,1,1
2827,840,54,44,"CRAWFORD",1,-42.6071850,-103.5836566,39,18,0,1,1
2828,840,54,103,"LIBERTY 2",0,-40.0735636,-96.4074068,32,19,0,1,1
2829,840,54,116,"WHEELER CO",1,-41.9425827,-98.7032699,36,19,0,1,1
2830,840,54,119,"BERWYN",0,-41.1258697,-99.4989389,34,19,0,1,1
2831,840,54,124,"WINSIDE 2",1,-42.1847772,-97.1348860,32,11,0,1,1
2832,840,54,130,"AGATE 2",1,-42.2789651,-103.6599064,36,18,0,1,1
2833,840,54,203,"LIBERTY 3",1,-40.0882580,-96.3881210,32,19,0,1,1
2834,840,54,219,"BERWYN 2",1,-41.1568600,-99.4724000,34,19,0,1,1
2835,840,54,900,"OGLALA NAT. GRASS.",1,-42.9298442,-103.8753420,39,17,0,1,3
2836,840,54,901,"Pine Ridge",1,-42.7519425,-102.9147494,39,18,0,1,3
2837,840,55,1,"VYA",0,-41.4882487,-119.8303989,89,9,0,1,1
2838,840,55,2,"PIUTE MDWS",1,-41.3171877,-118.9004059,80,9,0,1,1
2839,840,55,3,"CALICO SPR",0,-41.8823377,-117.1034859,88,9,0,1,1
2840,840,55,4,"MIDAS",1,-41.2263817,-116.5900339,88,9,0,1,1
2841,840,55,5,"DINNER STA",1,-41.0704517,-115.9007665,88,9,0,1,1
2842,840,55,6,"RANCHOGRANDE",1,-41.9460977,-114.0728079,88,9,0,1,1
2843,840,55,7,"SAND PASS",1,-40.2636938,-119.7796496,80,9,0,1,1
2844,840,55,8,"RYE PATCH",0,-40.4792817,-118.3329159,80,9,0,1,1
2845,840,55,9,"FISH CREEK",1,-40.1686217,-117.1872779,88,9,0,1,1
2846,840,55,10,"CORTEZ",1,-40.0802831,-116.5858881,88,9,0,1,1
2847,840,55,11,"WALKER CAN",1,-40.0935212,-115.6324132,88,9,0,1,1
2848,840,55,12,"MIZPAH",1,-40.3286790,-114.8020439,88,9,0,1,1
2849,840,55,13,"SUTCLIFFE",0,-39.7695387,-119.5489579,88,9,0,1,1
2850,840,55,14,"FRENCHMAN",0,-39.2738067,-118.3101189,80,9,0,1,1
2851,840,55,15,"TOIYABE NF",1,-39.0044442,-117.4662536,88,9,0,1,1
2852,840,55,16,"EUREKA",1,-39.5518146,-116.3870941,88,9,0,1,1
2853,840,55,17,"ILLIPAH",1,-39.3621311,-115.2707624,88,9,0,1,1
2854,840,55,18,"MAJORS PLACE",1,-39.2075029,-114.4976522,88,9,0,1,1
2855,840,55,19,"GARDNERVILLE",0,-39.0037402,-119.8462197,88,9,0,1,1
2856,840,55,20,"THORNE",0,-38.5501977,-118.4721449,80,9,0,1,1
2857,840,55,21,"BIG SMOKEY V",0,-38.8057797,-117.1041949,80,9,0,1,1
2858,840,55,22,"DOBBIN CREEK",1,-38.8779597,-116.4033739,88,9,0,1,1
2859,840,55,23,"WILLIS",1,-38.1481212,-115.6124090,88,9,0,1,1
2860,840,55,24,"MINERVA",1,-38.7946177,-114.5604399,88,9,0,1,1
2861,840,55,25,"SILVER PEAK",0,-37.7555048,-117.6339503,80,33,0,1,1
2862,840,55,27,"HIKO",1,-37.6075607,-115.0336839,80,9,0,1,1
2863,840,55,28,"CALIENTE",1,-37.6959387,-114.7461089,80,9,0,1,1
2864,840,55,29,"BEATTY",1,-36.9072027,-116.7617883,83,33,0,1,1
2865,840,55,30,"ALAMO",0,-36.9884637,-115.2569349,80,33,0,1,1
2866,840,55,31,"VAL OF FIRE",1,-36.5012519,-114.7610923,83,33,0,1,1
2867,840,55,32,"JEAN LAKE",1,-35.7204427,-115.2094039,83,33,0,1,1
2868,840,55,33,"NELSON",1,-35.7087118,-114.7110604,83,33,0,1,1
2869,840,55,37,"JARBIDGE",1,-41.9347177,-115.4191359,88,9,0,1,1
2870,840,55,43,"RUBY VALLEY",0,-40.3534367,-115.6277619,88,9,0,1,1
2871,840,55,45,"NIXON",1,-39.9432554,-119.3834746,88,9,0,1,1
2872,840,55,101,"BALD MTN.",1,-41.8335510,-119.6696108,89,9,0,1,1
2873,840,55,103,"CHIMNEY RES.",1,-41.4177434,-117.4503139,88,9,0,1,1
2874,840,55,108,"OREANA",0,-40.4669574,-118.3127891,88,9,0,1,1
2875,840,55,114,"FALLON",1,-39.4020097,-118.7255249,80,9,0,1,1
2876,840,55,119,"GARDNERVILLE 2",1,-39.0037402,-119.8462100,88,9,0,1,1
2877,840,55,120,"HAWTHORNE",0,-38.6442617,-118.7546769,88,9,0,1,1
2878,840,55,121,"DARROUGHS HOT SPGS",1,-38.8931842,-117.1937700,80,9,0,1,1
2879,840,55,125,"SILVER PEAK 2",1,-37.7555048,-117.6339500,80,33,0,1,1
2880,840,55,130,"DESERT NWR",1,-36.9477957,-115.2763589,80,9,0,1,1
2881,840,55,143,"RUBY VALLEY 2",1,-40.1798727,-115.4929227,88,9,0,1,1
2882,840,55,208,"MILL CITY",1,-40.6536590,-118.0039500,88,9,0,1,1
2883,840,55,901,"COMINS LAKE",1,-39.1598606,-114.8025242,88,9,0,1,3
2884,840,55,902,"HUMBOLDT NF",1,-41.7889927,-115.9521789,88,9,0,1,3
2885,840,55,903,"SHELDON NWR",1,-41.5905187,-119.3053669,89,9,0,1,3
2886,840,55,904,"CARSON RIVER",0,-39.3028567,-119.2548979,80,9,0,1,3
2887,840,55,905,"AUSTIN",1,-39.2077202,-117.0926751,88,9,0,1,3
2888,840,55,906,"ASH MEADOWS",1,-36.4907307,-116.3432079,83,33,0,1,3
2889,840,55,907,"VIRGIN CREEK",1,-41.7723066,-119.1199346,89,9,0,1,3
2890,840,55,908,"MEADOW VALLY",1,-37.6097121,-114.5220782,88,9,0,1,3
2891,840,55,909,"Carson River 2",0,-39.3000000,-119.2666600,80,9,0,1,3
2892,124,56,1,"GREEN RIVER",0,-47.5737800,-68.2666900,29,14,0,1,1
2893,124,56,2,"LAC BAKER",1,-47.2654100,-68.7107200,28,14,0,1,1
2894,124,56,3,"VAL LAMBERT",0,-47.4646900,-68.5139300,28,14,0,1,1
2895,124,56,5,"GRAND FALLS",0,-47.0708800,-67.5348800,28,14,0,1,1
2896,124,56,6,"MENNEVAL",0,-47.8499600,-67.0091500,28,14,0,1,1
2897,124,56,7,"KEDGEWICK RI",1,-47.7545100,-67.6761200,29,14,0,1,1
2898,124,56,8,"NICTAU",1,-47.1767600,-67.2029300,28,14,0,1,1
2899,124,56,9,"NEPISIGUIT",1,-47.4047500,-66.5145100,29,14,0,1,1
2900,124,56,10,"BALMORAL",0,-47.9159400,-66.2100100,28,14,0,1,1
2901,124,56,13,"ESCUMINAC",1,-46.9982800,-64.8391100,28,14,0,1,1
2902,124,56,14,"PAQUETVILLE",1,-47.8049400,-65.2209700,28,14,0,1,1
2903,124,56,15,"LAUVERGOT",1,-47.2668800,-65.2964100,28,14,0,1,1
2904,124,56,16,"SHIPPIGAN",0,-47.6183500,-64.8120100,28,14,0,1,1
2905,124,56,17,"PLASTER ROCK",0,-46.9132200,-67.1840800,28,14,0,1,1
2906,124,56,18,"CLOVERDALE",1,-46.3570400,-67.5403000,27,14,0,1,1
2907,124,56,21,"NAPADOGAN",1,-46.4099700,-66.9302000,28,14,0,1,1
2908,124,56,22,"MINTO",1,-46.0122800,-66.1817700,28,14,0,1,1
2909,124,56,23,"DUNGARVON RIVER",1,-46.7424600,-66.0159500,28,14,0,1,1
2910,124,56,24,"HOLTVILLE",1,-46.5259100,-66.5054600,28,14,0,1,1
2911,124,56,25,"BLACKVILLE",1,-46.5308000,-65.8562700,28,14,0,1,1
2912,124,56,26,"RED BANK",1,-46.9598900,-65.7916700,28,14,0,1,1
2913,124,56,29,"RICHIBUCTO",1,-46.7322200,-64.9649900,28,14,0,1,1
2914,124,56,30,"FONTAINE",0,-46.8871800,-64.9506900,28,14,0,1,1
2915,124,56,31,"JOLICURE",1,-45.8697200,-64.2921800,28,14,0,1,1
2916,124,56,32,"ALBERT",1,-45.7222800,-64.9175800,28,14,0,1,1
2917,124,56,33,"OAK HILL",1,-45.3302700,-67.4258300,28,14,0,1,1
2918,124,56,34,"MCADAM",1,-45.5772100,-67.3453900,28,14,0,1,1
2919,124,56,36,"GRAND MANAN",1,-44.6003600,-66.9048200,28,14,0,1,1
2920,124,56,37,"JEMSEG",1,-45.8638500,-66.1008600,28,14,0,1,1
2921,124,56,38,"PENNFIELD RG",1,-45.0859600,-66.6561800,28,14,0,1,1
2922,124,56,39,"SAINT JOHN",0,-45.2795900,-66.0989800,28,14,0,1,1
2923,124,56,40,"MCDOUGALL LAKE",1,-45.1848600,-66.7742600,28,14,0,1,1
2924,124,56,41,"HAMPTON",1,-45.6343800,-65.7999500,28,14,0,1,1
2925,124,56,42,"PENOBSQUIS",1,-45.7628900,-65.0492400,28,14,0,1,1
2926,124,56,44,"WASHADEMOAK",0,-45.7138600,-65.9453600,28,14,0,1,1
2927,124,56,101,"HALFWAY DEPOT",1,-47.5771300,-68.2773000,29,14,0,1,1
2928,124,56,105,"ST. ANDRE",1,-47.0809700,-67.5430100,28,14,0,1,1
2929,124,56,110,"BENJAMIN RIVER",0,-47.9159400,-66.2100100,28,14,0,1,1
2930,124,56,116,"LAMÈQUE",1,-47.6183500,-64.8120100,28,14,0,1,1
2931,124,56,117,"WAPSKE",0,-46.8364500,-67.1438500,28,14,0,1,1
2932,124,56,125,"New Canaan",1,-46.0675600,-65.2078600,28,14,0,1,1
2933,124,56,131,"Shemogue",1,-46.1826780,-64.1187070,28,14,0,1,1
2934,124,56,137,"MAQUAPIT LK.",1,-45.9080800,-66.2536300,28,14,0,1,1
2935,124,56,144,"Cambridge-Narrows",1,-45.7138600,-65.9453600,28,14,0,1,1
2936,124,56,217,"Longley",1,-46.7431901,-67.2937383,28,14,0,1,1
2937,124,57,1,"TREPASSEY",1,-46.7080100,-53.4743000,29,8,0,1,1
2938,124,57,2,"LAWN",0,-46.9347200,-55.5355900,29,8,0,1,1
2939,124,57,3,"ST JOHN\'S",1,-47.5818200,-52.6783000,29,8,0,1,1
2940,124,57,4,"HEARTS DLITE",1,-47.7166000,-53.4941900,29,8,0,1,1
2941,124,57,5,"HARBOUR MILLE",0,-47.5825600,-54.8813100,29,8,0,1,1
2942,124,57,6,"GRAND BANK",1,-47.0937300,-55.7347200,29,8,0,1,1
2943,124,57,8,"BURGEO SO",1,-47.6159600,-57.6237600,29,8,0,1,1
2944,124,57,9,"SHEAVES COVE",1,-48.5278200,-59.0409300,29,8,0,1,1
2945,124,57,10,"O\'REGANS",1,-47.8687400,-59.1922200,29,8,0,1,1
2946,124,57,11,"BONAVISTA",1,-48.7012600,-53.0854200,29,8,0,1,1
2947,124,57,12,"TERRA NOVA",1,-48.6483900,-53.8708900,29,8,0,1,1
2948,124,57,13,"NW GANDER RIVER",1,-48.8449100,-55.5089800,29,8,0,1,1
2949,124,57,14,"BUCHANS",1,-48.8075900,-56.7872300,29,8,0,1,1
2950,124,57,15,"BURGEO ROAD",1,-48.1750500,-57.7437700,29,8,0,1,1
2951,124,57,16,"ST DAVIDS",1,-48.2251200,-58.8444300,29,8,0,1,1
2952,124,57,17,"WAREHAM",1,-49.0163000,-53.8854100,29,8,0,1,1
2953,124,57,18,"GANDER BAY",1,-49.2663300,-54.4836900,29,8,0,1,1
2954,124,57,19,"NORTHERN ARM",1,-49.1749500,-55.3764900,29,8,0,1,1
2955,124,57,20,"BURLINGTON",1,-49.7517800,-56.0239000,29,8,0,1,1
2956,124,57,21,"ST PAULS",1,-49.8559300,-57.7994800,29,8,0,1,1
2957,124,57,22,"RODDICKTON",1,-50.8746000,-56.1252700,25,8,0,1,1
2958,124,57,23,"PT SAUNDERS",1,-50.6904500,-57.3423900,29,8,0,1,1
2959,124,57,24,"ST ANTHONY",1,-51.3722300,-55.5977600,25,8,0,1,1
2960,124,57,25,"BIG BROOK",0,-51.2918700,-56.7401300,25,8,0,1,1
2961,124,57,36,"HAPPY VALLEY",1,-53.2959100,-60.2998700,29,8,0,1,1
2962,124,57,37,"OSSOK",0,-53.4272000,-65.1431000,25,7,0,1,1
2963,124,57,38,"WHITE HILLS ROAD",0,-53.5474300,-56.8288600,25,8,0,1,1
2964,124,57,39,"ORMA ROAD",1,-53.5353000,-63.9294000,25,7,0,1,1
2965,124,57,40,"CHURCHILL FALLS",0,-53.4817100,-64.7128800,25,7,0,1,1
2966,124,57,41,"Labrador City",1,-53.0465700,-66.5296600,25,7,0,1,1
2967,124,57,42,"BOB\'S BROOK",1,-53.1168500,-61.9874800,25,8,0,1,1
2968,124,57,43,"TransLabHWY",1,-52.5561400,-59.2751000,29,7,0,1,1
2969,124,57,44,"Main Wilson River",1,-53.3217470,-62.9489250,25,7,0,1,1
2970,124,57,45,"Misty Lake",1,-53.4116869,-65.2988080,25,7,0,1,1
2971,124,57,102,"Lords Cove",1,-46.9347200,-55.5355900,29,8,0,1,1
2972,124,57,105,"BAY L\'ARGENT",1,-47.5827300,-54.8803600,29,8,0,1,1
2973,124,57,120,"Scab Cove",1,-49.3799680,-56.9827780,29,8,0,1,1
2974,124,57,121,"WOODY POINT",1,-49.4923000,-57.9265500,29,8,0,1,1
2975,124,57,125,"FLOWERS COVE",1,-51.3122800,-56.7405600,25,8,0,1,1
2976,124,57,137,"Raft River",1,-53.4381590,-64.9900039,25,7,0,1,1
2977,124,57,138,"PARADISE RIVER",1,-53.6805100,-57.0302500,29,8,0,1,1
2978,124,57,225,"Red Bay",1,-51.9355800,-56.3663900,25,8,0,1,1
2979,124,57,919,"CLODE SOUND",0,-48.4938300,-54.0171600,29,8,0,1,3
2980,124,57,921,"TROUT RIVER",0,-49.4370300,-58.1321500,29,8,0,1,3
2981,840,58,1,"PETERBOROUGH",1,-42.9015085,-71.8661202,27,14,0,1,1
2982,840,58,2,"BRENTWOOD",0,-42.9514077,-71.0690899,12,30,0,1,1
2983,840,58,3,"FITZWILLIAM",1,-42.8007764,-72.1685998,27,14,0,1,1
2984,840,58,4,"DOVER",1,-43.2321417,-70.9134599,12,30,0,1,1
2985,840,58,5,"HOPKINTON",1,-43.1841551,-71.6866120,27,14,0,1,1
2986,840,58,6,"EPSOM",1,-43.1980043,-71.2880123,27,30,0,1,1
2987,840,58,7,"CONCORD",1,-43.2494327,-71.6191959,27,14,0,1,1
2988,840,58,8,"STRAFFORD",1,-43.2499219,-71.1982777,27,30,0,1,1
2989,840,58,9,"CANTERBURY",1,-43.3742607,-71.6070436,27,14,0,1,1
2990,840,58,10,"GILMANTN I W",1,-43.4146177,-71.2042720,27,14,0,1,1
2991,840,58,11,"WILMOT",1,-43.4568165,-71.8805982,27,14,0,1,1
2992,840,58,12,"MT CHOCORUA",1,-43.9913408,-71.2929175,28,14,0,1,1
2993,840,58,13,"WALPOLE",1,-43.0263963,-72.3814817,27,14,0,1,1
2994,840,58,14,"MARLOW",1,-43.0768236,-72.2121162,27,14,0,1,1
2995,840,58,15,"LEMPSTER",1,-43.5045711,-72.1318885,27,14,0,1,1
2996,840,58,16,"CRAWFORD NOT",0,-44.1166667,-71.3500000,28,14,0,1,1
2997,840,58,17,"JEFFERSON HL",1,-44.3571867,-71.3885019,28,14,0,1,1
2998,840,58,18,"FRANCONIA",1,-44.1798777,-71.7063079,28,14,0,1,1
2999,840,58,19,"MILAN",1,-44.6075764,-71.3190129,28,14,0,1,1
3000,840,58,20,"STRATFORD",1,-44.6832807,-71.5868762,28,14,0,1,1
3001,840,58,21,"DIXVIL NOTCH",1,-44.8672811,-71.3006396,28,14,0,1,1
3002,840,58,22,"CLARKSVILLE",1,-44.9972951,-71.3746691,28,14,0,1,1
3003,840,58,23,"GLEN",1,-44.0894974,-71.2050191,28,14,0,1,1
